"current_path","sha256","reference_classification","stable_artifact_before","phase3_deletion_or_replacement","retained_source_imports_after","stable_wheel_after","stable_sdist_after","deletion_proof"
"cryptography_suite/zk/zksnark.py","78be52b884f09e7bbebfc8a40cbf496842fbf75ed794a9de0c44c2ed45292ef2","labs","yes","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"protocol/handshake.proto","339e9f858db1891a52c2fd31831ff7afe966402f06813ca5fb1e065c220d782c","labs","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/__init__.py","5a0577a39ca5956b6a872f3941a87c89c9d798e1a676a2cf7a66411cd0ebd946","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/aead.py","baf1f879ac246906c7ad1801de9b98e10b78b4abcbb61f7f55550904a1057d1e","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/experimental/__init__.py","f90df2d615c3f7f7984ff5d718b84f5e7597d59fee47929cbdce5d300facb423","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/experimental/aes_gcm_sst.py","3ba0552fedb4bd5044a1f07016e3fae3472d061e7a18b540bb5c66ac73b2f291","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/handshake.py","4783dae01d3aa67e5279118bfb0d699f095a30f36a1899ffe8f09dd21a4a0e56","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/handshake_pb2.py","0ba525211bd98472d90af5569d91517856245081b07d63b1d5ebf17060955659","labs-generated","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/nonce.py","ab742f05b5aea628780ba994d64a6f2a0db06e95970d0e5683585e8b6ba6bcd1","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/utils/__init__.py","dff1d32fd6adf1838b82bffbd0aaf88751b6f6f79de4b74a80c1726032ad5fa5","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/crypto_suite/utils/zeroize.py","cf939b8f4c423dcc99ad0ca77053425e3234654369513ca8ff1021eac5b2cb08","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/cryptography_suite/__init__.py","bd76af07c85f6d49118744f7d9f8175c545d5d382340505a6533dd100f613b54","stable responsibility requiring rewrite","no","replaced by canonical 15-symbol facade","zero active stable-runtime imports","yes, canonical replacement","yes, canonical replacement under src/","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/cryptography_suite/cli/__init__.py","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","stable responsibility requiring rewrite","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/cryptography_suite/cli/migrate_keys.py","8ca551653de1e4f433be3fdaead0cb993a207291cb3c0aab6f9f9425d3ef78c0","stable responsibility requiring rewrite","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/suite/__init__.py","d783c9249e34f8b5d6581362f16cc7be115c2fb331ad8491800960c6ba97a9cf","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/suite/experimental/__init__.py","a5664201a669d45ec0edda73bc1fbfd9b9aeff4c0f599426d4076b1e0c9f4e91","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/suite/utils/__init__.py","7bd71f2d3dd1bcf61953e7d28413d9876fc5db193d259a53502d188404b63489","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
"src/suite/utils/warnings.py","723e52ecc0e481fc014f76514ef87a963843468626486a5ebb3c6dacd9eb18dd","dead","no","deleted; implementation not ported","zero active stable-runtime imports","no","no","checkpoint def6fe31329ada2b112b09fff3f31ff1965a3ffb + SHA-256 + 48 local tests + 48 GitHub CPython 3.11 tests + 42 GitHub CPython 3.10 tests + 23/40-entry allowlists"
