"current_path","current_tree","sha256","current_wheel","current_sdist","phase1_proposed_disposition","phase2_binding_disposition","phase3_action","destination_when_retained","deletion_prerequisite","deletion_proof","final_artifact_presence"
"src/cryptography_suite/cli/migrate_keys.py","src/cryptography_suite/","8ca551653de1e4f433be3fdaead0cb993a207291cb3c0aab6f9f9425d3ef78c0","no","no","rewrite","stable-rewrite","deleted; no implementation port","new RFC-approved src/cryptography_suite skeleton responsibility","rollback checkpoint + SHA-256 + reference classification + artifact tests","source/reference checks and wheel/sdist negative allowlists pass","no"
"src/suite/__init__.py","src/suite/","d783c9249e34f8b5d6581362f16cc7be115c2fb331ad8491800960c6ba97a9cf","no","no","delete/dead code","dead-delete","deleted; no implementation port","none; Git history only","rollback checkpoint + SHA-256 + reference classification + artifact tests","source/reference checks and wheel/sdist negative allowlists pass","no"
"src/suite/experimental/__init__.py","src/suite/","a5664201a669d45ec0edda73bc1fbfd9b9aeff4c0f599426d4076b1e0c9f4e91","no","no","delete/dead code","dead-delete","deleted; no implementation port","none; Git history only","rollback checkpoint + SHA-256 + reference classification + artifact tests","source/reference checks and wheel/sdist negative allowlists pass","no"
"src/suite/utils/__init__.py","src/suite/","7bd71f2d3dd1bcf61953e7d28413d9876fc5db193d259a53502d188404b63489","no","no","delete/dead code","dead-delete","deleted; no implementation port","none; Git history only","rollback checkpoint + SHA-256 + reference classification + artifact tests","source/reference checks and wheel/sdist negative allowlists pass","no"
"src/suite/utils/warnings.py","src/suite/","723e52ecc0e481fc014f76514ef87a963843468626486a5ebb3c6dacd9eb18dd","no","no","delete/dead code","dead-delete","deleted; no implementation port","none; Git history only","rollback checkpoint + SHA-256 + reference classification + artifact tests","source/reference checks and wheel/sdist negative allowlists pass","no"
"tests\conftest.py","tests/","8dac47478f8372924410ab0f813630a2a2807fc9757e4878abfdc5e4ab61b12a","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_aes_property.py","tests/","8e2ec124c18d55d3aa60d3d6fd7f1cc2c8bd08c9907dd41f261944c384b8e780","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_architecture_hardening.py","tests/","f4b131d3d64abf5b2a80d8322204825ec412ece0488e07afe92aa4a56646d149","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_ascon.py","tests/","621c7e7282e37bc6e28baf0c6f35d282c32823e64def75f623bb2f9627b62de3","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_asymmetric.py","tests/","169dacc2406e4987424c04a929f96bcab651f242d696275787b243d48e8f1862","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_async_file_format_streaming.py","tests/","52e53c5fe1dfbae35d8f5eeb70570188eac5fc940dc04678e06ee7277fcfde72","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_audit_freezegun.py","tests/","22b39e6e93f137219f19ccb4f8fcbfd165907ac649b9e633ae4205c6add61d94","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_audit.py","tests/","1d15411ac1ceb23b713cc1e9d0c3236d0526ca3882db590916a9799052caa850","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_aws_kms_keystore.py","tests/","65392515691e110fdac246426d1e9c2838aa8abd87982f4835b7b7216a2b7ff4","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_backend_consistency.py","tests/","5d6c7dbc0baf0e4b43fae4774d9fc89001f529db07fc36bc7f4a36945f6fc53f","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_backends.py","tests/","a9bf1b731c2c47c2ed1cae5aa829a6598b039b0cc7f03621360d8190aa4daac5","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_bls.py","tests/","26cc1d7e53ab563aa7de496b1f9bb8e951b868905eaf688530d5c52c7c8ba37d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_bulletproof_stub.py","tests/","13b25713c382bc78332917d4e72f1b1f249a70393af74c63041ea32c02858622","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_bulletproof.py","tests/","d868eed31ce5f4854515cc8cb883fb80ca4f0b27c18a951bb98df1d9f6fb9e9b","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_backends.py","tests/","145ada8188f692ba8aa8addfd38a17dbf3e9f63a0cc350634ecb1bb59681540d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_export.py","tests/","4e1e1487a0e76935c807f28931aca49ee90b800f96b127795f477f3faff919f6","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_file_roundtrip.py","tests/","134846ec74c5a86f282ba02e9791274dfee4cf7b4e9e80d59c137f1a0c94ffc8","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_file.py","tests/","0eaa19c5a800abc1bee54d6f80b49aacd74cce2578cb653abe3fc8fe9d98c96d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_gen.py","tests/","ca82972764989b72dbfd7ac117815c75b5d09e5ea17d99299b86c89b233e8ce0","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_help.py","tests/","92db24b8694852eea162b61ef9144cdbe2df57e4ebe75ea1f992281c86e817a4","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_integration.py","tests/","0754626f698b3533aefc480ee2b94cf9e23924801ee056105c37e23ff03a9652","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_main.py","tests/","c5968123ae01f1a0d588c9b4b9a345d17fffed987ece403cde68821ee3b01009","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_cli_optional.py","tests/","e705647f16b2e57c00643c3a4703b3d32208c5f29edbdf28c1c75568baeb74d7","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_core_errors_unit.py","tests/","3a0647e8db4f75413e0b5c8cad86550c267d9b5ed2c1b8d1d96bbf3c86f030e5","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_core_settings_layers.py","tests/","7b1166646b160051c3994d810d82c1ad52de82b8098614551800b7fe3aa7ea09","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_dependency_metadata.py","tests/","2f6524f42a86b723b8233fd9a5f5907bb152c8473bee2f0c7ad7da28975dcc39","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_docs_claims.py","tests/","4c1708e6e53819325836f3b8b2844e1169a2ab02cc383c17f6e14c36e7033e45","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_ecies_property.py","tests/","621d2fd0a9a583563b34031688d4c661d902a3b63b883c8f7b740a55e7c4fdc9","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_encryption.py","tests/","84a39c5b51d3ab2660db7b38409856062b48e0bf17acfbcfa18283aa2125edf6","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_entry_points.py","tests/","0444a668b08aa2e83e537d680dc193e0912cf9ef4590761d7444f313bab20e06","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_errors.py","tests/","caa7288bc26ffab64b6705e1a1fa8b63ee73057833751ffc102ed2ed84296438","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_experimental_loading.py","tests/","f056b2b7cf93f0f2c7e1093b5b1f090c8ed5c770961dc0de3969522cba336417","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_experimental_warning.py","tests/","8171a52850b5e6341f21ad3ab60387273fef56fa34b9afea3f6d5fa31f16b2fc","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_file_format_streaming.py","tests/","ddfe771b79574389843630a921647a1c6974d53dcad3a3a3675b8b83745cb6e1","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_gcm_limits.py","tests/","db7f6842760457ca05c6883e56afd3837d64c3fef0822db0ac4fa95b256b5528","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_gcm_sst.py","tests/","e0149e34247f2777237b22278247102a210dc873addb31429beb50ed07be105d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_hashing.py","tests/","c82827b09e4785585476455788548b896712ee3823485435fb3a993e499a0e48","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_homomorphic_edgecases.py","tests/","ce635fff1062101b904ad3c8debc958d70f44acce29f870b769ed3f5ee4db9c9","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_homomorphic_extra.py","tests/","76a06d2ca0abc1438b25236644a309b91b01cc4e0033fae0e0f8efc8e8969ddf","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_homomorphic.py","tests/","6034fc8114eefb803cc997edc7c8cac78708accbed0498897c64caf32313104d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_hybrid.py","tests/","474a96e23138b0788d2b218e24d19a6b576419c2048ce52785f621bf37fe3226","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_interfaces_full.py","tests/","0009cdb31872ece823760bcccc81dd57cad9b9703bc664f4b8b2547e1abd1d71","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_kdf_functions.py","tests/","addbb3c3c938747aa2101941b30ba513865db723fa0cd43e6d1e0b4a9f3c68f8","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_kem_negotiation.py","tests/","27ccdf5771e36510073a90afd0a7e71069abaf84fe155755b8a2a010348f11c2","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_key_management.py","tests/","7c97820a5b4e10ff49f6a9e6789495f6b38bb3919c18c309a795346396acf67f","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_key_manager_class.py","tests/","8fd8bc5a0bb01999255932142d7bebb1328d5950af5d9e9b3f4026df6a5b3006","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_keystore_cli_capabilities.py","tests/","de22445925b139cf613b0664bd55adc07f2e3ecaf6435f654744599925a152e9","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_keystore_migrate.py","tests/","1643df2517e536b778d7426febf6a054b326c11d82d43af09e702c47ae1e12bd","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_keystore_plugins.py","tests/","c23161f141ec66fc6180f1155e0f4234e1cec46ae3fb5581ef42935f7e4c4517","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_local_add_key.py","tests/","d424c648325295485cd15be80b92268c42964fd9a36b266eaa564bad35c19e2d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_migrate_keys.py","tests/","d8faf55104b52a76717065a289d4fd6ef778bb4d2fa7f5609256c2a551c6319b","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_migration_oneshot_to_pipeline.py","tests/","34c1d7e9b2371da4cb71d3fe82eaec6d1cb9d5173370b4bf7d4c6012723d881e","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_mypy_plugin.py","tests/","bf820b83816925ff3941248bda0023acd8c8e3434eaec791508adb6758e1717a","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_no_new_oneshot.py","tests/","2b539083a42d74c1a4cac2e18377c1256e96ac7d0fab32bad51665b876221f87","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_nonce_manager.py","tests/","12f909a038ee2b766c9d43a22b884f7cdbe973606548471b42268144942f029d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_operations_hardening.py","tests/","fdbfd5c785508d5dd310d5e73d8c7bbec060549a2d8d05b8d57e4a4d2368fa80","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_optional_features_missing.py","tests/","8f587deed0f44123484b0af75d0371abe5ff528bf8951a187f94903dca9a9480","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_otp_vectors.py","tests/","0a495852e37d4e67aa02dfb38e67a89157280475bbf9b9bf4cbc68f5da4949e5","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_otp.py","tests/","2b97fa60b48986949dbf2d2d9c497b4d450952baf91cfce5289c66bac3e98ca8","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_package_init.py","tests/","28d10f158ec2cb72d7714e9de7a5342e77bb1fca4ea9d75184f801cdd3c073b2","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pake.py","tests/","951c083d36aa7bff2049644c678b215a157ca25bb9177c7e2ad1dd83c9e53040","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pipeline_export.py","tests/","8928c49d2b608fc67ebcab032cd9fb3e5978e02b735afc2f9b17244ce34271f3","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pipeline_property.py","tests/","d4d9c9a2cb720f37f79faa4f4b91d0aef91274257cb189ed8871cb07fa45b1db","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pipeline_roundtrip_property.py","tests/","e296b5068bffd8a1a423c5332044436714e68a86840d9d4d031f897cb0d08a4a","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pipeline.py","tests/","935ffdb272e17db386a4d32660e585f890fc1313024d38634054b97950610e3a","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pkcs11_keystore.py","tests/","c4aaa5a1d82013aba2b814eed19b2c4f60ce461b1fd1d8714e90d979d1c88607","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pqc_stubs.py","tests/","b9cbde7b3c32dba2ff95cbc3811d5e26a58f17d3823059ba20b70abfc7af8423","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_pqc.py","tests/","3ae52dfaacc715d7582ec9b514d6cb2113d9463948a47fda72e381dd79383a98","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_public_api.py","tests/","d041a534c6b748cdf4a89381985f82a10be0bed86913d8df50b58730abc8acf7","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_readme_snippet.py","tests/","9de689851d6ecd913a348f5360f8c45c28413ec89c040ba327d35eea8607648a","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_release_lint.py","tests/","837131dd74ddbe074091e7a480b2c89705ab8db768a4735a647dad0d6adf388d","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_root_exports.py","tests/","c5aaa7e3ac25e2364833e1db9831b4ca29564664097eea333cd9f6f4abc9529b","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_rsa_property.py","tests/","3c308ae0ad5e0348ac5a6a7ca87c67d5bc22b3e0e568529bd411909fa15d9039","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_secret_output_redaction.py","tests/","9c9ab7517126f0362a09f3c234947a45b353a9a0b44d591f47acc49b6893f22b","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_secret_sharing.py","tests/","741352470366e87afa2587e725ee226b8e15a9f54b43c3235f83b29bf8f9dc7b","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_signal_protocol.py","tests/","0716927b5062b1666867cd3c30370506487f7f1df67cc3c40ae6c89d98e6e604","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_signatures.py","tests/","cebc73454ab92e51ef34166f6471aa529ebca6c0a61f5256c14663b7df805b6c","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_stream_ciphers.py","tests/","76d880c5830561fcec4e41f6575fecb3d879d282a7632a16913d4d0c1e8e4302","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
"tests\test_strict_key_policy.py","tests/","60e016ff60f3040514a64e429a373d450fe383d63712cd59e6fb84610b202d9b","no","no","test/tooling","retire-if-subject-excluded","retired v3-only test or replaced by focused Phase 3 contract test","Phase 3 focused test suites","subject classified by RFC-0002/RFC-0008","subject disposition recorded; 25 focused Phase 3 tests pass","no"
